año;organismo;programa;economica;sp;descripcion;presupuesto;liquidacion
2019;1;43300;;;Desarrollo empresarial;80511.29;52381.23
2020;1;43300;;;Desarrollo empresarial;86716.72;134016.46
2021;1;43300;;;Desarrollo empresarial;96724.5;79809.14
2022;1;43300;;;Desarrollo empresarial;84076.06;93082.07
2023;1;43300;;;Desarrollo empresarial;49868.8;43642.39
2024;1;43300;;;Desarrollo empresarial;47113.7;44907.37
2010;1;43301;;;Plan Genera;0;0
2011;1;43301;;;Plan Genera;0;0
2012;1;43301;;;Plan Genera;0;0
2013;1;43301;;;Plan Genera;0;0
2014;1;43301;;;Plan Genera;0;0
2015;1;43301;;;Plan Genera;0;0
2016;1;43301;;;Plan Genera;0;0
2017;1;43301;;;Plan Genera;0;19163.38
2018;1;43301;;;Plan Genera;35123;244549.72
2019;1;43301;;;Plan Genera;11000;0
2020;1;43301;;;Plan Genera;11000;0
2021;1;43301;;;Plan Genera;0;0
2022;1;43301;;;Plan Genera;0;0
2023;1;43301;;;Plan Genera;0;0
2024;1;43301;;;Plan Genera;0;0
2010;1;43302;;;Desarrollo empresarial: ESCUELA DE CATADORES;0;0
2011;1;43302;;;Desarrollo empresarial: ESCUELA DE CATADORES;0;0
2012;1;43302;;;Desarrollo empresarial: ESCUELA DE CATADORES;0;0
2013;1;43302;;;Desarrollo empresarial: ESCUELA DE CATADORES;0;0
2014;1;43302;;;Desarrollo empresarial: ESCUELA DE CATADORES;0;0
2015;1;43302;;;Desarrollo empresarial: ESCUELA DE CATADORES;0;0
2016;1;43302;;;Desarrollo empresarial: ESCUELA DE CATADORES;0;0
2017;1;43302;;;Desarrollo empresarial: ESCUELA DE CATADORES;0;0
2018;1;43302;;;Desarrollo empresarial: ESCUELA DE CATADORES;57784.63;65695.31
2019;1;43302;;;Desarrollo empresarial: ESCUELA DE CATADORES;55442.63;50801.1
2020;1;43302;;;Desarrollo empresarial: ESCUELA DE CATADORES;57284.71;24474.35
2021;1;43302;;;Desarrollo empresarial: ESCUELA DE CATADORES;46000;18812.16
2022;1;43302;;;Desarrollo empresarial: ESCUELA DE CATADORES;37000;14099.33
2023;1;43302;;;Desarrollo empresarial: ESCUELA DE CATADORES;24500;14314.95
2024;1;43302;;;Desarrollo empresarial: ESCUELA DE CATADORES;13000;12073.6
2010;1;43303;;;Desarrollo empresarial: ITECAM;0;0
2011;1;43303;;;Desarrollo empresarial: ITECAM;0;0
2012;1;43303;;;Desarrollo empresarial: ITECAM;0;0
2013;1;43303;;;Desarrollo empresarial: ITECAM;0;0
2014;1;43303;;;Desarrollo empresarial: ITECAM;0;0
2015;1;43303;;;Desarrollo empresarial: ITECAM;0;0
2016;1;43303;;;Desarrollo empresarial: ITECAM;0;0
2017;1;43303;;;Desarrollo empresarial: ITECAM;0;0
2018;1;43303;;;Desarrollo empresarial: ITECAM;0;11765.67
2019;1;43303;;;Desarrollo empresarial: ITECAM;18000;13158.78
2020;1;43303;;;Desarrollo empresarial: ITECAM;0;0
2021;1;43303;;;Desarrollo empresarial: ITECAM;0;0
2022;1;43303;;;Desarrollo empresarial: ITECAM;0;0
2023;1;43303;;;Desarrollo empresarial: ITECAM;0;0
2024;1;43303;;;Desarrollo empresarial: ITECAM;0;0
2010;1;43304;;;¿;0;0
2011;1;43304;;;¿;0;0
2012;1;43304;;;¿;0;0
2013;1;43304;;;¿;0;0
2014;1;43304;;;¿;0;0
2015;1;43304;;;¿;0;0
2016;1;43304;;;¿;0;0
2017;1;43304;;;¿;0;0
2018;1;43304;;;¿;0;0
2019;1;43304;;;¿;0;0
2020;1;43304;;;¿;0;0
2021;1;43304;;;¿;0;24999.81
2022;1;43304;;;¿;0;0
2023;1;43304;;;¿;0;0
2024;1;43304;;;¿;0;0
2010;1;44100;;;Promoción, mantenimiento y desarrollo del transporte;16500;95834.55
2011;1;44100;;;Promoción, mantenimiento y desarrollo del transporte;26500;34472.5
2012;1;44100;;;Promoción, mantenimiento y desarrollo del transporte;39400;34387.21
2013;1;44100;;;Promoción, mantenimiento y desarrollo del transporte;51638;51920.11
2014;1;44100;;;Promoción, mantenimiento y desarrollo del transporte;52600;49940.51
2015;1;44100;;;Promoción, mantenimiento y desarrollo del transporte;0;0
2016;1;44100;;;Promoción, mantenimiento y desarrollo del transporte;0;0
2017;1;44100;;;Promoción, mantenimiento y desarrollo del transporte;0;0
2018;1;44100;;;Promoción, mantenimiento y desarrollo del transporte;0;0
2019;1;44100;;;Promoción, mantenimiento y desarrollo del transporte;0;0
2020;1;44100;;;Promoción, mantenimiento y desarrollo del transporte;0;0
2021;1;44100;;;Promoción, mantenimiento y desarrollo del transporte;0;0
2022;1;44100;;;Promoción, mantenimiento y desarrollo del transporte;0;0
2023;1;44100;;;Promoción, mantenimiento y desarrollo del transporte;0;0
2024;1;44100;;;Promoción, mantenimiento y desarrollo del transporte;0;0
2010;1;44110;;;Transporte colectivo urbano de viajeros.;0;0
2011;1;44110;;;Transporte colectivo urbano de viajeros.;0;0
2012;1;44110;;;Transporte colectivo urbano de viajeros.;0;0
2013;1;44110;;;Transporte colectivo urbano de viajeros.;0;0
2014;1;44110;;;Transporte colectivo urbano de viajeros.;0;0
2015;1;44110;;;Transporte colectivo urbano de viajeros.;18200;17926.61
2016;1;44110;;;Transporte colectivo urbano de viajeros.;18200;16403.67
2017;1;44110;;;Transporte colectivo urbano de viajeros.;18200;19843.86
2018;1;44110;;;Transporte colectivo urbano de viajeros.;20300;18811.47
2019;1;44110;;;Transporte colectivo urbano de viajeros.;20300;17036.86
2020;1;44110;;;Transporte colectivo urbano de viajeros.;20300;20736.83
2021;1;44110;;;Transporte colectivo urbano de viajeros.;20300;19841.5
2022;1;44110;;;Transporte colectivo urbano de viajeros.;20300;18392.95
2023;1;44110;;;Transporte colectivo urbano de viajeros.;20300;16666.1
2024;1;44110;;;Transporte colectivo urbano de viajeros.;19000;18181.2
2010;1;44200;;;Infraestructuras del transporte.;0;0
2011;1;44200;;;Infraestructuras del transporte.;0;0
2012;1;44200;;;Infraestructuras del transporte.;0;0
2013;1;44200;;;Infraestructuras del transporte.;0;0
2014;1;44200;;;Infraestructuras del transporte.;0;0
2015;1;44200;;;Infraestructuras del transporte.;35970;34774.94
2016;1;44200;;;Infraestructuras del transporte.;36010;33680.34
2017;1;44200;;;Infraestructuras del transporte.;34010;32610.24
2018;1;44200;;;Infraestructuras del transporte.;34010;21500.02
2019;1;44200;;;Infraestructuras del transporte.;20550;10318.13
2020;1;44200;;;Infraestructuras del transporte.;14550;5440.6
2021;1;44200;;;Infraestructuras del transporte.;10550;832.16
2022;1;44200;;;Infraestructuras del transporte.;10550;2045.35
2023;1;44200;;;Infraestructuras del transporte.;8650;6704.82
2024;1;44200;;;Infraestructuras del transporte.;8404;8071.88
2010;1;45200;;;Recursos Hidraulicos;9705.72;9705.72
2011;1;45200;;;Recursos Hidraulicos;0;0
2012;1;45200;;;Recursos Hidraulicos;0;0
2013;1;45200;;;Recursos Hidraulicos;0;0
2014;1;45200;;;Recursos Hidraulicos;0;0
2015;1;45200;;;Recursos Hidraulicos;0;0
2016;1;45200;;;Recursos Hidraulicos;0;0
2017;1;45200;;;Recursos Hidraulicos;0;0
2018;1;45200;;;Recursos Hidraulicos;0;0
2019;1;45200;;;Recursos Hidraulicos;0;0
2020;1;45200;;;Recursos Hidraulicos;0;0
2021;1;45200;;;Recursos Hidraulicos;0;0
2022;1;45200;;;Recursos Hidraulicos;0;0
2023;1;45200;;;Recursos Hidraulicos;0;0
2024;1;45200;;;Recursos Hidraulicos;0;0
2010;1;45400;;;Caminos vecinales;104888.74;101827.1
2011;1;45400;;;Caminos vecinales;97888.74;123623.82
2012;1;45400;;;Caminos vecinales;74600;75876.53
2013;1;45400;;;Caminos vecinales;87800;71507.76
2014;1;45400;;;Caminos vecinales;88600;88113.81
2015;1;45400;;;Caminos vecinales;69320;146215.37
2016;1;45400;;;Caminos vecinales;88050;81425.42
2017;1;45400;;;Caminos vecinales;88020.73;91871.33
2018;1;45400;;;Caminos vecinales;87050;123121.67
2019;1;45400;;;Caminos vecinales;92850;92752.71
2020;1;45400;;;Caminos vecinales;95850;119756.59
2021;1;45400;;;Caminos vecinales;95950;111326.65
2022;1;45400;;;Caminos vecinales;105140.19;119527.76
2023;1;45400;;;Caminos vecinales;108827.68;123979.41
2024;1;45400;;;Caminos vecinales;106340;133134.82
2010;1;49100;;;Sociedad de la información;67215.3;65583.06
2011;1;49100;;;Sociedad de la información;95650.21;157683.66
2012;1;49100;;;Sociedad de la información;94733.52;97028.28
2013;1;49100;;;Sociedad de la información;117181.85;113011.33
2014;1;49100;;;Sociedad de la información;119263.33;125761.21
2015;1;49100;;;Sociedad de la información;116640.92;115101.44
2016;1;49100;;;Sociedad de la información;118777.92;114881.64
2017;1;49100;;;Sociedad de la información;124058.07;125467.33
2018;1;49100;;;Sociedad de la información;124567.84;123621.45
2019;1;49100;;;Sociedad de la información;127313.23;119122.53
2020;1;49100;;;Sociedad de la información;107890.09;110358.45
2021;1;49100;;;Sociedad de la información;102102.52;89936.65
2022;1;49100;;;Sociedad de la información;113923.48;112461.56
2023;1;49100;;;Sociedad de la información;97485.93;106943.13
2024;1;49100;;;Sociedad de la información;118541.34;113358.15
2010;1;49200;;;Gestión del conocimiento;0;0
2011;1;49200;;;Gestión del conocimiento;0;0
2012;1;49200;;;Gestión del conocimiento;0;0
2013;1;49200;;;Gestión del conocimiento;0;0
2014;1;49200;;;Gestión del conocimiento;0;36345.98
2015;1;49200;;;Gestión del conocimiento;0;11232.64
2016;1;49200;;;Gestión del conocimiento;0;6823.12
2017;1;49200;;;Gestión del conocimiento;10000;10167.62
2018;1;49200;;;Gestión del conocimiento;15000;9609.03
2019;1;49200;;;Gestión del conocimiento;3000;2742.47
2020;1;49200;;;Gestión del conocimiento;0;0
2021;1;49200;;;Gestión del conocimiento;0;9714.34
2022;1;49200;;;Gestión del conocimiento;0;0
2023;1;49200;;;Gestión del conocimiento;0;0
2024;1;49200;;;Gestión del conocimiento;0;0
2010;1;49201;;;¿;0;0
2011;1;49201;;;¿;0;0
2012;1;49201;;;¿;0;0
2013;1;49201;;;¿;0;0
2014;1;49201;;;¿;0;0
2015;1;49201;;;¿;0;0
2016;1;49201;;;¿;0;0
2017;1;49201;;;¿;0;0
2018;1;49201;;;¿;0;0
2019;1;49201;;;¿;0;0
2020;1;49201;;;¿;0;0
2021;1;49201;;;¿;0;8514.63
2022;1;49201;;;¿;0;40433.48
2023;1;49201;;;¿;0;24378.75
2024;1;49201;;;¿;504;19941.16
2010;1;49300;;;Oficinal de defensa del consumidor;500;19283.39
2011;1;49300;;;Oficinal de defensa del consumidor;3250;5282.68
2012;1;49300;;;Oficinal de defensa del consumidor;4050;3772.78
2013;1;49300;;;Oficinal de defensa del consumidor;4300;4206.38
2014;1;49300;;;Oficinal de defensa del consumidor;5400;6275.11
2015;1;49300;;;Oficinal de defensa del consumidor;35896.81;36003.53
2016;1;49300;;;Oficinal de defensa del consumidor;35428.07;32833.37
2017;1;49300;;;Oficinal de defensa del consumidor;29591.51;28573.99
2018;1;49300;;;Oficinal de defensa del consumidor;32246.74;29175.21
2019;1;49300;;;Oficinal de defensa del consumidor;30929.1;27094.52
2020;1;49300;;;Oficinal de defensa del consumidor;32753.85;33672.03
2021;1;49300;;;Oficinal de defensa del consumidor;32333.22;31604.21
2022;1;49300;;;Oficinal de defensa del consumidor;32377.36;32622.63
2023;1;49300;;;Oficinal de defensa del consumidor;34662.5;33153.61
2024;1;49300;;;Oficinal de defensa del consumidor;35090.36;34053.51
2010;1;91200;;;Órganos de gobierno;248313.62;224192.52
2011;1;91200;;;Órganos de gobierno;233146.45;239419.73
2012;1;91200;;;Órganos de gobierno;232893.16;213122.77
2013;1;91200;;;Órganos de gobierno;223130.6;217026.7
2014;1;91200;;;Órganos de gobierno;222799.48;222616.99
2015;1;91200;;;Órganos de gobierno;222154.76;207229.24
2016;1;91200;;;Órganos de gobierno;202354.04;202031.34
2017;1;91200;;;Órganos de gobierno;226754.04;230336.14
2018;1;91200;;;Órganos de gobierno;216654.04;197731.94
2019;1;91200;;;Órganos de gobierno;207654.04;177683.12
2020;1;91200;;;Órganos de gobierno;275282.4;275052.79
2021;1;91200;;;Órganos de gobierno;245511.84;233135.2
2022;1;91200;;;Órganos de gobierno;234111.84;233022.4
2023;1;91200;;;Órganos de gobierno;235126.38;239263.97
2024;1;91200;;;Órganos de gobierno;249552.64;254678.9
2010;1;92000;;;Administración general;792034.88;897803.7
2011;1;92000;;;Administración general;881088.54;830204.59
2012;1;92000;;;Administración general;713323.57;616490.53
2013;1;92000;;;Administración general;758518.27;699133.08
2014;1;92000;;;Administración general;745501.94;665410.38
2015;1;92000;;;Administración general;613835.66;561779.17
2016;1;92000;;;Administración general;680465.39;578768.64
2017;1;92000;;;Administración general;772010.51;641312.72
2018;1;92000;;;Administración general;789353.44;717928.49
2019;1;92000;;;Administración general;838378.46;725731.66
2020;1;92000;;;Administración general;783519.33;846323.82
2021;1;92000;;;Administración general;851429.2;926232.73
2022;1;92000;;;Administración general;943985.69;1004028.08
2023;1;92000;;;Administración general;960651.64;853783.93
2024;1;92000;;;Administración general;930960.95;831343.3
2010;1;92200;;;Coodinación y organización institucional de las Entidades Locales;26000;25984.83
2011;1;92200;;;Coodinación y organización institucional de las Entidades Locales;31000;28958.17
2012;1;92200;;;Coodinación y organización institucional de las Entidades Locales;29000;27779.23
2013;1;92200;;;Coodinación y organización institucional de las Entidades Locales;27200;30369.43
2014;1;92200;;;Coodinación y organización institucional de las Entidades Locales;22300;28629.85
2015;1;92200;;;Coodinación y organización institucional de las Entidades Locales;20800;30842.48
2016;1;92200;;;Coodinación y organización institucional de las Entidades Locales;14000;30687.98
2017;1;92200;;;Coodinación y organización institucional de las Entidades Locales;17000;21534.46
2018;1;92200;;;Coodinación y organización institucional de las Entidades Locales;18000;39311
2019;1;92200;;;Coodinación y organización institucional de las Entidades Locales;22000;22410.74
2020;1;92200;;;Coodinación y organización institucional de las Entidades Locales;15500;10963.49
2021;1;92200;;;Coodinación y organización institucional de las Entidades Locales;15500;15480.12
2022;1;92200;;;Coodinación y organización institucional de las Entidades Locales;15500;15381.31
2023;1;92200;;;Coodinación y organización institucional de las Entidades Locales;13500;13491.68
2024;1;92200;;;Coodinación y organización institucional de las Entidades Locales;14300;17640.71
2010;1;92400;;;Participación ciudadana;142466.7;261469.3
2011;1;92400;;;Participación ciudadana;175094.86;415189.07
2012;1;92400;;;Participación ciudadana;118866.2;127283.75
2013;1;92400;;;Participación ciudadana;73866.2;96717.53
2014;1;92400;;;Participación ciudadana;111076.87;90527.97
2015;1;92400;;;Participación ciudadana;10000;4094.39
2016;1;92400;;;Participación ciudadana;10000;3498.78
2017;1;92400;;;Participación ciudadana;10000;4655.96
2018;1;92400;;;Participación ciudadana;9400;5658.55
2019;1;92400;;;Participación ciudadana;20000;11239.74
2020;1;92400;;;Participación ciudadana;7000;6435.53
2021;1;92400;;;Participación ciudadana;6500;4911.14
2022;1;92400;;;Participación ciudadana;5000;4695
2023;1;92400;;;Participación ciudadana;5000;1572.04
2024;1;92400;;;Participación ciudadana;25000;25388.62
2010;1;92401;;1;"Participación ciudadana-JUVENTUD Y CENTRO ""MATA""";17745.47;16351.76
2011;1;92401;;1;"Participación ciudadana-JUVENTUD Y CENTRO ""MATA""";17745.47;16531.33
2012;1;92401;;1;"Participación ciudadana-JUVENTUD Y CENTRO ""MATA""";0;0
2013;1;92401;;1;"Participación ciudadana-JUVENTUD Y CENTRO ""MATA""";62003.08;38980.18
2014;1;92401;;1;"Participación ciudadana-JUVENTUD Y CENTRO ""MATA""";39750;65016.21
2015;1;92401;;1;"Participación ciudadana-JUVENTUD Y CENTRO ""MATA""";6000;17399.72
2016;1;92401;;1;"Participación ciudadana-JUVENTUD Y CENTRO ""MATA""";6000;9324.51
2017;1;92401;;1;"Participación ciudadana-JUVENTUD Y CENTRO ""MATA""";7200;8530.57
2018;1;92401;;1;"Participación ciudadana-JUVENTUD Y CENTRO ""MATA""";28600;36063.93
2019;1;92401;;1;"Participación ciudadana-JUVENTUD Y CENTRO ""MATA""";28100;38704.17
2020;1;92401;;1;"Participación ciudadana-JUVENTUD Y CENTRO ""MATA""";28100;11439.03
2021;1;92401;;1;"Participación ciudadana-JUVENTUD Y CENTRO ""MATA""";0;0
2022;1;92401;;1;"Participación ciudadana-JUVENTUD Y CENTRO ""MATA""";0;0
2023;1;92401;;1;"Participación ciudadana-JUVENTUD Y CENTRO ""MATA""";0;0
2024;1;92401;;1;"Participación ciudadana-JUVENTUD Y CENTRO ""MATA""";0;0
2010;1;92402;;;Ludoteca;3700;31990.59
2011;1;92402;;;Ludoteca;3700;35879.41
2012;1;92402;;;Ludoteca;3700;304.6
2013;1;92402;;;Ludoteca;1000;1186.53
2014;1;92402;;;Ludoteca;1000;1017.44
2015;1;92402;;;Ludoteca;0;0
2016;1;92402;;;Ludoteca;0;0
2017;1;92402;;;Ludoteca;0;0
2018;1;92402;;;Ludoteca;0;0
2019;1;92402;;;Ludoteca;0;0
2020;1;92402;;;Ludoteca;0;0
2021;1;92402;;;Ludoteca;0;0
2022;1;92402;;;Ludoteca;0;0
2023;1;92402;;;Ludoteca;0;0
2024;1;92402;;;Ludoteca;0;0
2010;1;92403;;;Dinamizador juvenil;9400;11593.39
2011;1;92403;;;Dinamizador juvenil;6493;5216.4
2012;1;92403;;;Dinamizador juvenil;7330.49;12017.93
2013;1;92403;;;Dinamizador juvenil;12519.38;15323.26
2014;1;92403;;;Dinamizador juvenil;8133.5;8062.5
2015;1;92403;;;Dinamizador juvenil;0;0
2016;1;92403;;;Dinamizador juvenil;0;0
2017;1;92403;;;Dinamizador juvenil;0;0
2018;1;92403;;;Dinamizador juvenil;0;0
2019;1;92403;;;Dinamizador juvenil;0;0
2020;1;92403;;;Dinamizador juvenil;0;0
2021;1;92403;;;Dinamizador juvenil;0;0
2022;1;92403;;;Dinamizador juvenil;0;0
2023;1;92403;;;Dinamizador juvenil;0;0
2024;1;92403;;;Dinamizador juvenil;0;0
2010;1;92404;;;Activa Joven;5000;1566.12
2011;1;92404;;;Activa Joven;5000;0
2012;1;92404;;;Activa Joven;0;0
2013;1;92404;;;Activa Joven;0;0
2014;1;92404;;;Activa Joven;0;0
2015;1;92404;;;Activa Joven;0;0
2016;1;92404;;;Activa Joven;0;0
2017;1;92404;;;Activa Joven;0;0
2018;1;92404;;;Activa Joven;0;0
2019;1;92404;;;Activa Joven;0;0
2020;1;92404;;;Activa Joven;0;0
2021;1;92404;;;Activa Joven;0;0
2022;1;92404;;;Activa Joven;0;0
2023;1;92404;;;Activa Joven;0;0
2024;1;92404;;;Activa Joven;0;0
2010;1;92900;;;FONDO DE CONTINGENCIA;0;0
2011;1;92900;;;FONDO DE CONTINGENCIA;0;0
2012;1;92900;;;FONDO DE CONTINGENCIA;0;0
2013;1;92900;;;FONDO DE CONTINGENCIA;0;0
2014;1;92900;;;FONDO DE CONTINGENCIA;0;0
2015;1;92900;;;FONDO DE CONTINGENCIA;0;0
2016;1;92900;;;FONDO DE CONTINGENCIA;0;0
2017;1;92900;;;FONDO DE CONTINGENCIA;20000;0
2018;1;92900;;;FONDO DE CONTINGENCIA;30000;0
2019;1;92900;;;FONDO DE CONTINGENCIA;180000;0
2020;1;92900;;;FONDO DE CONTINGENCIA;30000;0
2021;1;92900;;;FONDO DE CONTINGENCIA;36000;0
2022;1;92900;;;FONDO DE CONTINGENCIA;25000;0
2023;1;92900;;;FONDO DE CONTINGENCIA;88000;94334.31
2024;1;92900;;;FONDO DE CONTINGENCIA;160671;123364.78
2010;1;93100;;1;Política económica y fiscal;477099.91;328491.14
2011;1;93100;;1;Política económica y fiscal;464328.23;367889.11
2012;1;93100;;1;Política económica y fiscal;457499.45;354865.12
2013;1;93100;;1;Política económica y fiscal;458140.76;389253.27
2014;1;93100;;1;Política económica y fiscal;459735.4;384177
2015;1;93100;;1;Política económica y fiscal;400092.43;338270.4
2016;1;93100;;1;Política económica y fiscal;393934.3;333543.79
2017;1;93100;;1;Política económica y fiscal;390104.15;315817.99
2018;1;93100;;1;Política económica y fiscal;405993.63;323289.8
2019;1;93100;;1;Política económica y fiscal;430268.47;317571.6
2020;1;93100;;1;Política económica y fiscal;478301.19;409427.82
2021;1;93100;;1;Política económica y fiscal;506563.62;429903.37
2022;1;93100;;1;Política económica y fiscal;498038.01;462240.66
2023;1;93100;;1;Política económica y fiscal;519626.84;478347.01
2024;1;93100;;1;Política económica y fiscal;620128.57;629756.14
2010;1;93200;;;Gestión del sistema tributario.;0;0
2011;1;93200;;;Gestión del sistema tributario.;0;0
2012;1;93200;;;Gestión del sistema tributario.;0;0
2013;1;93200;;;Gestión del sistema tributario.;0;0
2014;1;93200;;;Gestión del sistema tributario.;0;0
2015;1;93200;;;Gestión del sistema tributario.;64000;65118.28
2016;1;93200;;;Gestión del sistema tributario.;70000;67246
2017;1;93200;;;Gestión del sistema tributario.;70000;62585.22
2018;1;93200;;;Gestión del sistema tributario.;73000;59684.5
2019;1;93200;;;Gestión del sistema tributario.;70000;70130.13
2020;1;93200;;;Gestión del sistema tributario.;82000;76133.89
2021;1;93200;;;Gestión del sistema tributario.;90000;91663.2
2022;1;93200;;;Gestión del sistema tributario.;130210;84350.07
2023;1;93200;;;Gestión del sistema tributario.;106710;79722.05
2024;1;93200;;;Gestión del sistema tributario.;0;0
2010;1;93300;;1;Gestión del patrimonio;0;0
2011;1;93300;;1;Gestión del patrimonio;0;0
2012;1;93300;;1;Gestión del patrimonio;0;0
2013;1;93300;;1;Gestión del patrimonio;0;0
2014;1;93300;;1;Gestión del patrimonio;0;21940.03
2015;1;93300;;1;Gestión del patrimonio;0;9204.53
2016;1;93300;;1;Gestión del patrimonio;0;11213.37
2017;1;93300;;1;Gestión del patrimonio;0;103832.97
2018;1;93300;;1;Gestión del patrimonio;0;19492.92
2019;1;93300;;1;Gestión del patrimonio;0;0
2020;1;93300;;1;Gestión del patrimonio;0;0
2021;1;93300;;1;Gestión del patrimonio;0;156041.81
2022;1;93300;;1;Gestión del patrimonio;0;21608.18
2023;1;93300;;1;Gestión del patrimonio;0;0
2024;1;93300;;1;Gestión del patrimonio;0;0
2010;1;93301;;;Gestión del patrimonio:Varias Reformas en Instalaciones Deportiva;0;0
2011;1;93301;;;Gestión del patrimonio:Varias Reformas en Instalaciones Deportiva;0;0
2012;1;93301;;;Gestión del patrimonio:Varias Reformas en Instalaciones Deportiva;0;0
2013;1;93301;;;Gestión del patrimonio:Varias Reformas en Instalaciones Deportiva;0;0
2014;1;93301;;;Gestión del patrimonio:Varias Reformas en Instalaciones Deportiva;0;0
2015;1;93301;;;Gestión del patrimonio:Varias Reformas en Instalaciones Deportiva;0;28241.4
2016;1;93301;;;Gestión del patrimonio:Varias Reformas en Instalaciones Deportiva;0;17947.35
2017;1;93301;;;Gestión del patrimonio:Varias Reformas en Instalaciones Deportiva;0;0
2018;1;93301;;;Gestión del patrimonio:Varias Reformas en Instalaciones Deportiva;0;0
2019;1;93301;;;Gestión del patrimonio:Varias Reformas en Instalaciones Deportiva;0;0
2020;1;93301;;;Gestión del patrimonio:Varias Reformas en Instalaciones Deportiva;0;0
2021;1;93301;;;Gestión del patrimonio:Varias Reformas en Instalaciones Deportiva;0;0
2022;1;93301;;;Gestión del patrimonio:Varias Reformas en Instalaciones Deportiva;0;0
2023;1;93301;;;Gestión del patrimonio:Varias Reformas en Instalaciones Deportiva;0;0
2024;1;93301;;;Gestión del patrimonio:Varias Reformas en Instalaciones Deportiva;0;0
2010;1;93302;;;Gestión del patrimonio:Obras Sitios del Cementerio;0;0
2011;1;93302;;;Gestión del patrimonio:Obras Sitios del Cementerio;0;0
2012;1;93302;;;Gestión del patrimonio:Obras Sitios del Cementerio;0;0
2013;1;93302;;;Gestión del patrimonio:Obras Sitios del Cementerio;0;0
2014;1;93302;;;Gestión del patrimonio:Obras Sitios del Cementerio;0;0
2015;1;93302;;;Gestión del patrimonio:Obras Sitios del Cementerio;0;0
2016;1;93302;;;Gestión del patrimonio:Obras Sitios del Cementerio;0;18999.92
2017;1;93302;;;Gestión del patrimonio:Obras Sitios del Cementerio;0;93999.99
2018;1;93302;;;Gestión del patrimonio:Obras Sitios del Cementerio;0;0
2019;1;93302;;;Gestión del patrimonio:Obras Sitios del Cementerio;0;0
2020;1;93302;;;Gestión del patrimonio:Obras Sitios del Cementerio;0;0
2021;1;93302;;;Gestión del patrimonio:Obras Sitios del Cementerio;0;0
2022;1;93302;;;Gestión del patrimonio:Obras Sitios del Cementerio;0;0
2023;1;93302;;;Gestión del patrimonio:Obras Sitios del Cementerio;0;0
2024;1;93302;;;Gestión del patrimonio:Obras Sitios del Cementerio;0;0
2010;1;93303;;;Gestión del patrimonio: Cambio aire acondicionado Casa de Cultura;0;0
2011;1;93303;;;Gestión del patrimonio: Cambio aire acondicionado Casa de Cultura;0;0
2012;1;93303;;;Gestión del patrimonio: Cambio aire acondicionado Casa de Cultura;0;0
2013;1;93303;;;Gestión del patrimonio: Cambio aire acondicionado Casa de Cultura;0;0
2014;1;93303;;;Gestión del patrimonio: Cambio aire acondicionado Casa de Cultura;0;0
2015;1;93303;;;Gestión del patrimonio: Cambio aire acondicionado Casa de Cultura;0;5703.94
2016;1;93303;;;Gestión del patrimonio: Cambio aire acondicionado Casa de Cultura;0;0
2017;1;93303;;;Gestión del patrimonio: Cambio aire acondicionado Casa de Cultura;0;207835.46
2018;1;93303;;;Gestión del patrimonio: Cambio aire acondicionado Casa de Cultura;0;0
2019;1;93303;;;Gestión del patrimonio: Cambio aire acondicionado Casa de Cultura;0;0
2020;1;93303;;;Gestión del patrimonio: Cambio aire acondicionado Casa de Cultura;0;0
2021;1;93303;;;Gestión del patrimonio: Cambio aire acondicionado Casa de Cultura;0;0
2022;1;93303;;;Gestión del patrimonio: Cambio aire acondicionado Casa de Cultura;0;0
2023;1;93303;;;Gestión del patrimonio: Cambio aire acondicionado Casa de Cultura;0;0
2024;1;93303;;;Gestión del patrimonio: Cambio aire acondicionado Casa de Cultura;0;0
2010;1;93304;;;Gestión del patrimonio:Cambio aire acondicionado Escuela de Músic;0;0
2011;1;93304;;;Gestión del patrimonio:Cambio aire acondicionado Escuela de Músic;0;0
2012;1;93304;;;Gestión del patrimonio:Cambio aire acondicionado Escuela de Músic;0;0
2013;1;93304;;;Gestión del patrimonio:Cambio aire acondicionado Escuela de Músic;0;0
2014;1;93304;;;Gestión del patrimonio:Cambio aire acondicionado Escuela de Músic;0;0
2015;1;93304;;;Gestión del patrimonio:Cambio aire acondicionado Escuela de Músic;0;4170.87
2016;1;93304;;;Gestión del patrimonio:Cambio aire acondicionado Escuela de Músic;0;9758.41
2017;1;93304;;;Gestión del patrimonio:Cambio aire acondicionado Escuela de Músic;0;0
2018;1;93304;;;Gestión del patrimonio:Cambio aire acondicionado Escuela de Músic;0;0
2019;1;93304;;;Gestión del patrimonio:Cambio aire acondicionado Escuela de Músic;0;0
2020;1;93304;;;Gestión del patrimonio:Cambio aire acondicionado Escuela de Músic;0;0
2021;1;93304;;;Gestión del patrimonio:Cambio aire acondicionado Escuela de Músic;0;0
2022;1;93304;;;Gestión del patrimonio:Cambio aire acondicionado Escuela de Músic;0;0
2023;1;93304;;;Gestión del patrimonio:Cambio aire acondicionado Escuela de Músic;0;0
2024;1;93304;;;Gestión del patrimonio:Cambio aire acondicionado Escuela de Músic;0;0
2010;1;93305;;;Gestión del patrimonio: ¿?;0;0
2011;1;93305;;;Gestión del patrimonio: ¿?;0;0
2012;1;93305;;;Gestión del patrimonio: ¿?;0;0
2013;1;93305;;;Gestión del patrimonio: ¿?;0;0
